episode,step,action,empty_cells,times_max_reduced,times_other_reduced,max_tile_val,special_pos_row,special_pos_col,state_0,state_1,state_2,state_3,state_4,state_5,state_6,state_7,state_8,state_9,state_10,state_11,state_12,state_13,state_14,state_15,next_0,next_1,next_2,next_3,next_4,next_5,next_6,next_7,next_8,next_9,next_10,next_11,next_12,next_13,next_14,next_15
27,0,Up,13,0,0,2,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1,Right,13,0,0,4,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,2,0,0,0,0,0,0,0
27,2,Right,12,0,0,4,2,1,0,0,2,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,2,2,0,0,0
27,3,Up,11,0,0,4,2,1,0,0,2,4,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,4,0,0,0,2,0,0,0,0,2,0,0,0
27,4,Up,11,0,0,4,2,1,2,0,2,4,0,0,0,2,0,0,0,0,2,0,0,0,4,0,2,4,0,0,0,2,0,0,0,0,0,2,0,0
27,5,Up,10,0,0,4,2,1,4,0,2,4,0,0,0,2,0,0,0,0,0,2,0,0,4,2,2,4,0,0,0,2,2,0,0,0,0,0,0,0
27,6,Right,10,0,0,4,2,1,4,2,2,4,0,0,0,2,2,0,0,0,0,0,0,0,0,4,4,4,0,2,0,2,0,0,0,2,0,0,0,0
27,7,Right,11,0,0,8,2,1,0,4,4,4,0,2,0,2,0,0,0,2,0,0,0,0,0,0,4,8,0,0,0,4,0,0,0,2,0,0,2,0
27,8,Up,10,0,0,8,2,1,0,0,4,8,0,0,0,4,0,0,0,2,0,0,2,0,0,2,4,8,0,0,2,4,0,0,0,2,0,0,0,0
27,9,Left,9,0,0,8,2,1,0,2,4,8,0,0,2,4,0,0,0,2,0,0,0,0,2,4,8,0,2,4,0,0,2,0,2,0,0,0,0,0
27,10,Right,9,0,0,8,2,1,2,4,8,0,2,4,0,0,2,0,2,0,0,0,0,0,0,2,4,8,0,0,2,4,0,0,0,4,2,0,0,0
27,11,Up,9,0,0,8,2,1,0,2,4,8,0,0,2,4,0,0,0,4,2,0,0,0,2,2,4,8,0,0,2,8,2,0,0,0,0,0,0,0
27,12,Up,10,0,0,16,2,1,2,2,4,8,0,0,2,8,2,0,0,0,0,0,0,0,4,2,4,16,0,0,2,0,0,0,0,2,0,0,0,0
27,13,Right,9,0,0,16,2,1,4,2,4,16,0,0,2,0,0,0,0,2,0,0,0,0,4,2,4,16,0,0,0,2,2,0,0,2,0,0,0,0
27,14,Right,9,0,0,16,2,1,4,2,4,16,0,0,0,2,2,0,0,2,0,0,0,0,4,2,4,16,0,0,0,2,0,0,0,4,0,0,2,0
27,15,Up,8,0,0,16,2,1,4,2,4,16,0,0,0,2,0,0,0,4,0,0,2,0,4,2,4,16,0,0,2,2,0,0,2,4,0,0,0,0
27,16,Up,8,0,0,16,2,1,4,2,4,16,0,0,2,2,0,0,2,4,0,0,0,0,4,2,4,16,0,0,4,2,0,2,0,4,0,0,0,0
27,17,Right,7,0,0,16,2,1,4,2,4,16,0,0,4,2,0,2,0,4,0,0,0,0,4,2,4,16,0,0,4,2,0,0,2,4,0,2,0,0
27,18,Up,8,0,0,16,2,1,4,2,4,16,0,0,4,2,0,0,2,4,0,2,0,0,4,4,8,16,0,0,2,2,0,0,0,4,2,0,0,0
27,19,Up,7,0,0,16,2,1,4,4,8,16,0,0,2,2,0,0,0,4,2,0,0,0,4,4,8,16,2,0,2,2,2,0,0,4,0,0,0,0
27,20,Right,8,0,0,16,2,1,4,4,8,16,2,0,2,2,2,0,0,4,0,0,0,0,0,8,8,16,0,2,2,4,0,0,2,4,0,0,0,0
