episode,step,action,empty_cells,times_max_reduced,times_other_reduced,max_tile_val,special_pos_row,special_pos_col,state_0,state_1,state_2,state_3,state_4,state_5,state_6,state_7,state_8,state_9,state_10,state_11,state_12,state_13,state_14,state_15,next_0,next_1,next_2,next_3,next_4,next_5,next_6,next_7,next_8,next_9,next_10,next_11,next_12,next_13,next_14,next_15
43,0,Down,13,0,0,2,1,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0
43,1,Right,13,0,0,4,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,4
43,2,Down,13,0,0,4,1,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,4
43,3,Down,13,0,0,8,1,1,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,8
43,4,Down,12,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,8
43,5,Down,12,0,0,8,1,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,8,0,0,0,0,0,0,0,0,2,0,0,4,0,0,2,8
43,6,Right,11,0,0,8,1,1,0,0,0,0,0,0,0,0,2,0,0,4,0,0,2,8,0,0,0,0,0,0,0,2,0,0,2,4,0,0,2,8
43,7,Down,11,0,0,8,1,1,0,0,0,0,0,0,0,2,0,0,2,4,0,0,2,8,0,0,0,0,0,0,0,2,2,0,0,4,0,0,4,8
43,8,Down,10,0,0,8,1,1,0,0,0,0,0,0,0,2,2,0,0,4,0,0,4,8,2,0,0,0,0,0,0,2,0,0,0,4,2,0,4,8
43,9,Right,9,0,0,8,1,1,2,0,0,0,0,0,0,2,0,0,0,4,2,0,4,8,0,0,0,2,0,0,0,2,0,2,0,4,0,2,4,8
43,10,Down,10,0,0,8,1,1,0,0,0,2,0,0,0,2,0,2,0,4,0,2,4,8,0,0,0,0,2,0,0,4,0,0,0,4,0,4,4,8
43,11,Down,10,0,0,8,1,1,0,0,0,0,2,0,0,4,0,0,0,4,0,4,4,8,0,0,0,2,0,0,0,0,0,0,0,8,2,4,4,8
43,12,Right,10,0,0,8,1,1,0,0,0,2,0,0,0,0,0,0,0,8,2,4,4,8,0,0,0,2,2,0,0,0,0,0,0,8,0,2,8,8
43,13,Down,10,0,0,16,1,1,0,0,0,2,2,0,0,0,0,0,0,8,0,2,8,8,0,0,0,0,2,0,0,0,0,0,0,2,2,2,8,16
43,14,Down,10,0,0,16,1,1,0,0,0,0,2,0,0,0,0,0,0,2,2,2,8,16,0,0,0,0,0,0,0,0,2,0,0,2,4,2,8,16
43,15,Right,10,0,0,16,1,1,0,0,0,0,0,0,0,0,2,0,0,2,4,2,8,16,0,0,0,0,0,0,2,0,0,0,0,4,4,2,8,16
43,16,Down,9,0,0,16,1,1,0,0,0,0,0,0,2,0,0,0,0,4,4,2,8,16,0,2,0,0,0,0,0,0,0,0,2,4,4,2,8,16
43,17,Down,9,0,0,16,1,1,0,2,0,0,0,0,0,0,0,0,2,4,4,2,8,16,0,0,0,0,2,0,0,0,0,0,2,4,4,4,8,16
