episode,step,action,empty_cells,times_max_reduced,times_other_reduced,max_tile_val,special_pos_row,special_pos_col,state_0,state_1,state_2,state_3,state_4,state_5,state_6,state_7,state_8,state_9,state_10,state_11,state_12,state_13,state_14,state_15,next_0,next_1,next_2,next_3,next_4,next_5,next_6,next_7,next_8,next_9,next_10,next_11,next_12,next_13,next_14,next_15
6,0,Up,13,0,0,2,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0
6,1,Right,13,0,0,4,2,1,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,2,0,0
6,2,Left,12,0,0,4,2,1,0,0,0,4,0,0,0,2,0,0,0,0,0,2,0,0,4,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0
6,3,Up,12,0,0,4,2,1,4,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,4,0,2,0,4,0,0,0,0,0,0,2,0,0,0,0
6,4,Left,11,0,0,4,2,1,4,0,2,0,4,0,0,0,0,0,0,2,0,0,0,0,4,2,0,0,4,0,0,0,2,0,2,0,0,0,0,0
6,5,Up,11,0,0,8,2,1,4,2,0,0,4,0,0,0,2,0,2,0,0,0,0,0,8,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0
6,6,Left,11,0,0,8,2,1,8,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,8,4,0,0,2,0,0,0,2,0,2,0,0,0,0,0
6,7,Up,11,0,0,8,2,1,8,4,0,0,2,0,0,0,2,0,2,0,0,0,0,0,8,4,2,0,4,0,0,0,0,0,2,0,0,0,0,0
6,8,Left,10,0,0,8,2,1,8,4,2,0,4,0,0,0,0,0,2,0,0,0,0,0,8,4,2,0,4,0,0,0,2,0,2,0,0,0,0,0
6,9,Right,10,0,0,8,2,1,8,4,2,0,4,0,0,0,2,0,2,0,0,0,0,0,0,8,4,2,0,0,2,4,0,0,0,4,0,0,0,0
6,10,Left,9,0,0,8,2,1,0,8,4,2,0,0,2,4,0,0,0,4,0,0,0,0,8,4,2,0,2,4,0,0,4,0,2,0,0,0,0,0
6,11,Up,10,0,0,8,2,1,8,4,2,0,2,4,0,0,4,0,2,0,0,0,0,0,8,8,4,0,2,0,0,0,4,0,0,0,0,0,0,2
6,12,Left,10,0,0,16,2,1,8,8,4,0,2,0,0,0,4,0,0,0,0,0,0,2,16,4,0,0,2,0,0,0,4,0,2,0,2,0,0,0
6,13,Up,9,0,0,16,2,1,16,4,0,0,2,0,0,0,4,0,2,0,2,0,0,0,16,4,2,0,2,2,0,0,4,0,0,0,2,0,0,0
6,14,Left,9,0,0,16,2,1,16,4,2,0,2,2,0,0,4,0,0,0,2,0,0,0,16,4,2,0,4,0,0,0,4,0,0,2,2,0,0,0
6,15,Right,8,0,0,16,2,1,16,4,2,0,4,0,0,0,4,0,0,2,2,0,0,0,0,16,4,2,0,0,0,4,0,0,4,2,2,0,0,2
6,16,Left,8,0,0,16,2,1,0,16,4,2,0,0,0,4,0,0,4,2,2,0,0,2,16,4,2,0,4,0,0,0,4,2,0,2,4,0,0,0
6,17,Up,8,0,0,16,2,1,16,4,2,0,4,0,0,0,4,2,0,2,4,0,0,0,16,4,2,2,8,2,0,0,4,0,2,0,0,0,0,0
6,18,Left,8,0,0,16,2,1,16,4,2,2,8,2,0,0,4,0,2,0,0,0,0,0,16,4,4,0,8,2,0,0,4,2,2,0,0,0,0,0
6,19,Up,8,0,0,16,2,1,16,4,4,0,8,2,0,0,4,2,2,0,0,0,0,0,16,4,4,0,8,4,2,0,4,0,0,0,0,2,0,0
6,20,Left,8,0,0,16,2,1,16,4,4,0,8,4,2,0,4,0,0,0,0,2,0,0,16,8,0,2,8,4,2,0,4,0,0,0,2,0,0,0
6,21,Up,7,0,0,16,2,1,16,8,0,2,8,4,2,0,4,0,0,0,2,0,0,0,16,8,2,2,8,4,0,2,4,0,0,0,2,0,0,0
6,22,Left,7,0,0,16,2,1,16,8,2,2,8,4,0,2,4,0,0,0,2,0,0,0,16,8,4,0,8,4,2,0,4,0,0,0,2,0,0,2
6,23,Right,7,0,0,16,2,1,16,8,4,0,8,4,2,0,4,0,0,0,2,0,0,2,0,16,8,4,2,8,4,2,0,0,0,4,0,0,0,4
6,24,Left,6,0,0,16,2,1,0,16,8,4,2,8,4,2,0,0,0,4,0,0,0,4,16,8,4,0,2,8,4,2,4,0,0,0,4,0,0,2
