episode,step,action,empty_cells,times_max_reduced,times_other_reduced,max_tile_val,special_pos_row,special_pos_col,state_0,state_1,state_2,state_3,state_4,state_5,state_6,state_7,state_8,state_9,state_10,state_11,state_12,state_13,state_14,state_15,next_0,next_1,next_2,next_3,next_4,next_5,next_6,next_7,next_8,next_9,next_10,next_11,next_12,next_13,next_14,next_15
9,0,Right,13,0,0,2,2,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0
9,1,Left,12,0,0,2,2,1,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0
9,2,Up,12,0,0,4,2,1,2,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,4,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0
9,3,Left,11,0,0,4,2,1,4,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,4,2,0,2,2,0,0,0,2,0,0,0,0,0,0,0
9,4,Up,11,0,0,4,2,1,4,2,0,2,2,0,0,0,2,0,0,0,0,0,0,0,4,2,0,2,4,0,0,0,0,0,2,0,0,0,0,0
9,5,Left,11,0,0,4,2,1,4,2,0,2,4,0,0,0,0,0,2,0,0,0,0,0,4,4,0,0,4,2,0,0,2,0,0,0,0,0,0,0
9,6,Up,11,0,0,8,2,1,4,4,0,0,4,2,0,0,2,0,0,0,0,0,0,0,8,4,0,0,2,2,0,2,0,0,0,0,0,0,0,0
9,7,Left,11,0,0,8,2,1,8,4,0,0,2,2,0,2,0,0,0,0,0,0,0,0,8,4,0,0,4,2,2,0,0,0,0,0,0,0,0,0
9,8,Left,11,0,0,8,2,1,8,4,0,0,4,2,2,0,0,0,0,0,0,0,0,0,8,4,0,0,4,4,0,2,0,0,0,0,0,0,0,0
9,9,Up,11,0,0,8,2,1,8,4,0,0,4,4,0,2,0,0,0,0,0,0,0,0,8,8,0,2,4,0,2,0,0,0,0,0,0,0,0,0
9,10,Right,11,0,0,16,2,1,8,8,0,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,4,2,0,0,0,0,0,2,0,0
9,11,Left,10,0,0,16,2,1,0,0,16,2,0,0,4,2,0,0,0,0,0,2,0,0,16,2,0,0,4,2,0,0,0,2,0,0,2,0,0,0
9,12,Up,10,0,0,16,2,1,16,2,0,0,4,2,0,0,0,2,0,0,2,0,0,0,16,4,0,0,4,2,2,0,2,0,0,0,0,0,0,0
9,13,Left,10,0,0,16,2,1,16,4,0,0,4,2,2,0,2,0,0,0,0,0,0,0,16,4,0,0,4,4,0,0,2,0,0,0,0,2,0,0
9,14,Up,10,0,0,16,2,1,16,4,0,0,4,4,0,0,2,0,0,0,0,2,0,0,16,8,2,0,4,2,0,0,2,0,0,0,0,0,0,0
9,15,Right,9,0,0,16,2,1,16,8,2,0,4,2,0,0,2,0,0,0,0,0,0,0,0,16,8,2,0,0,4,2,0,0,0,2,2,0,0,0
9,16,Left,8,0,0,16,2,1,0,16,8,2,0,0,4,2,0,0,0,2,2,0,0,0,16,8,2,0,4,2,0,0,2,2,0,0,2,0,0,0
9,17,Up,9,0,0,16,2,1,16,8,2,0,4,2,0,0,2,2,0,0,2,0,0,0,16,8,2,2,4,4,0,0,4,0,0,0,0,0,0,0
9,18,Left,10,0,0,16,2,1,16,8,2,2,4,4,0,0,4,0,0,0,0,0,0,0,16,8,4,0,8,0,0,0,4,0,0,0,0,0,2,0
9,19,Up,9,0,0,16,2,1,16,8,4,0,8,0,0,0,4,0,0,0,0,0,2,0,16,8,4,0,8,0,2,0,4,2,0,0,0,0,0,0
9,20,Left,8,0,0,16,2,1,16,8,4,0,8,0,2,0,4,2,0,0,0,0,0,0,16,8,4,0,8,2,2,0,4,2,0,0,0,0,0,0
9,21,Right,8,0,0,16,2,1,16,8,4,0,8,2,2,0,4,2,0,0,0,0,0,0,0,16,8,4,0,0,8,4,0,0,4,2,2,0,0,0
9,22,Left,7,0,0,16,2,1,0,16,8,4,0,0,8,4,0,0,4,2,2,0,0,0,16,8,4,2,8,4,0,0,4,2,0,0,2,0,0,0
9,23,Right,6,0,0,16,2,1,16,8,4,2,8,4,0,0,4,2,0,0,2,0,0,0,16,8,4,2,0,0,8,4,0,0,4,2,0,2,0,2
9,24,Up,6,0,0,16,2,1,16,8,4,2,0,0,8,4,0,0,4,2,0,2,0,2,16,8,4,2,0,2,8,4,0,0,4,4,0,0,0,2
9,25,Left,6,0,0,16,2,1,16,8,4,2,0,2,8,4,0,0,4,4,0,0,0,2,16,8,4,2,2,8,4,0,8,2,0,0,2,0,0,0
9,26,Up,7,0,0,16,2,1,16,8,4,2,2,8,4,0,8,2,0,0,2,0,0,0,16,16,8,2,2,2,0,0,8,0,0,2,2,0,0,0
9,27,Left,8,0,0,32,2,1,16,16,8,2,2,2,0,0,8,0,0,2,2,0,0,0,32,8,2,0,4,0,2,0,8,2,0,0,2,0,0,0
9,28,Up,8,0,0,32,2,1,32,8,2,0,4,0,2,0,8,2,0,0,2,0,0,0,32,8,4,0,4,2,0,0,8,2,0,0,2,0,0,0
9,29,Right,7,0,0,32,2,1,32,8,4,0,4,2,0,0,8,2,0,0,2,0,0,0,0,32,8,4,2,0,4,2,0,0,8,2,0,0,0,2
9,30,Left,6,0,0,32,2,1,0,32,8,4,2,0,4,2,0,0,8,2,0,0,0,2,32,8,4,0,2,4,2,0,8,2,0,2,2,0,0,0
9,31,Up,5,0,0,32,2,1,32,8,4,0,2,4,2,0,8,2,0,2,2,0,0,0,32,8,4,2,2,4,2,0,8,2,0,2,2,0,0,0
9,32,Left,5,0,0,32,2,1,32,8,4,2,2,4,2,0,8,2,0,2,2,0,0,0,32,8,4,2,2,4,2,0,8,2,2,0,2,0,0,0
9,33,Up,5,0,0,32,2,1,32,8,4,2,2,4,2,0,8,2,2,0,2,0,0,0,32,8,4,2,2,4,4,0,8,2,0,0,2,2,0,0
9,34,Left,6,0,0,32,2,1,32,8,4,2,2,4,4,0,8,2,0,0,2,2,0,0,32,8,4,2,2,8,0,2,8,2,0,0,4,0,0,0
9,35,Right,5,0,0,32,2,1,32,8,4,2,2,8,0,2,8,2,0,0,4,0,0,0,32,8,4,2,0,2,8,2,2,0,8,2,0,0,0,4
9,36,Left,4,0,0,32,2,1,32,8,4,2,0,2,8,2,2,0,8,2,0,0,0,4,32,8,4,2,2,8,2,0,2,4,2,0,4,0,2,0
9,37,Up,6,0,0,32,2,1,32,8,4,2,2,8,2,0,2,4,2,0,4,0,2,0,32,16,4,2,4,4,4,0,4,0,2,0,2,0,0,0
9,38,Left,6,0,0,32,2,1,32,16,4,2,4,4,4,0,4,0,2,0,2,0,0,0,32,16,4,2,8,4,0,2,4,2,0,0,2,0,0,0
9,39,Up,6,0,0,32,2,1,32,16,4,2,8,4,0,2,4,2,0,0,2,0,0,0,32,16,4,4,8,4,2,0,4,2,0,0,2,0,0,0
9,40,Left,6,0,0,32,2,1,32,16,4,4,8,4,2,0,4,2,0,0,2,0,0,0,32,16,8,0,8,4,2,0,4,2,0,0,2,2,0,0
9,41,Right,6,0,0,32,2,1,32,16,8,0,8,4,2,0,4,2,0,0,2,2,0,0,0,32,16,8,0,8,4,2,0,0,4,2,2,0,0,4
9,42,Left,5,0,0,32,2,1,0,32,16,8,0,8,4,2,0,0,4,2,2,0,0,4,32,16,8,0,8,4,2,2,4,2,0,0,2,4,0,0
9,43,Up,4,0,0,32,2,1,32,16,8,0,8,4,2,2,4,2,0,0,2,4,0,0,32,16,8,2,8,4,2,0,4,2,0,2,2,4,0,0
9,44,Left,4,0,0,32,2,1,32,16,8,2,8,4,2,0,4,2,0,2,2,4,0,0,32,16,8,2,8,4,2,0,4,2,0,0,2,4,0,2
9,45,Up,4,0,0,32,2,1,32,16,8,2,8,4,2,0,4,2,0,0,2,4,0,2,32,16,8,4,8,4,2,0,4,2,2,0,2,4,0,0
